bookId,Book,Author,Genres
7431,"The Warded Man (The Demon Cycle, #1)",Peter V. Brett,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Magic', 'Demons', 'Adventure']"
7432,"Raising Steam (Discworld, #40)",Terry Pratchett,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Audiobook', 'Science Fiction Fantasy', 'Steampunk']"
7433,Thirteen Reasons Why,Jay Asher,"['Young Adult', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Mental Health', 'Mystery', 'Teen']"
7434,In Desert and Wilderness,Henryk Sienkiewicz,"['Classics', 'Polish Literature', 'School', 'Fiction', 'Adventure', 'Childrens', 'Young Adult']"
7435,"Blue Labyrinth (Pendergast, #14)",Douglas Preston,"['Mystery', 'Thriller', 'Fiction', 'Suspense', 'Mystery Thriller', 'Crime', 'Audiobook']"
7436,"A Darkness At Sethanon (The Riftwar Saga, #4)",Raymond E. Feist,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Magic', 'Adventure']"
7437,Radical Candor: Be a Kickass Boss Without Losing Your Humanity,Kim Malone Scott,"['Business', 'Leadership', 'Nonfiction', 'Management', 'Self Help', 'Personal Development', 'Audiobook']"
7438,No Exit and Three Other Plays,Jean-Paul Sartre,"['Plays', 'Philosophy', 'Fiction', 'Drama', 'Classics', 'France', 'Theatre']"
7439,"Unnatural Causes (Adam Dalgliesh, #3)",P.D. James,"['Mystery', 'Fiction', 'Crime', 'British Literature', 'Detective', 'Mystery Thriller', 'Audiobook']"
7440,The Goblin Twins,Kit Barrie,"['Fantasy', 'M M Romance', 'LGBT']"
7441,"The Kingmaker's Daughter (The Plantagenet and Tudor Novels, #4)",Philippa Gregory,"['Historical Fiction', 'Historical', 'Fiction', 'Romance', 'British Literature', 'Adult', 'Audiobook']"
7442,La educación de Henry Adams,Henry Adams,"['Biography', 'History', 'Nonfiction', 'Classics', 'Memoir', 'Autobiography', 'American History']"
7443,Kiss Me Like a Stranger: My Search for Love and Art,Gene Wilder,"['Biography', 'Nonfiction', 'Memoir', 'Autobiography', 'Humor', 'Film', 'Biography Memoir']"
7444,A Woman's Place,Lynn Austin,"['Historical Fiction', 'Christian Fiction', 'Fiction', 'Christian', 'Historical', 'Romance', 'World War II']"
7445,Poison in the Blood: The Memoirs of Lucrezia Borgia,M.G. Scarsbrook,"['Historical Fiction', 'Fiction', 'Italy', '15th Century', 'Historical', 'Medieval', 'Audiobook']"
7446,Selected Poems,W.H. Auden,"['Poetry', 'Classics', 'Literature', 'Fiction', '20th Century', 'British Literature', 'School']"
7447,And Still I Rise,Maya Angelou,"['Poetry', 'Classics', 'Feminism', 'Nonfiction', 'African American', 'Race', 'Audiobook']"
7448,Four Quartets,T.S. Eliot,"['Poetry', 'Classics', 'Fiction', 'Literature', '20th Century', 'Philosophy', 'American']"
7449,The Autobiography Of Howard Spring,Howard Spring,[]
7450,"For Darkness Shows the Stars (For Darkness Shows the Stars, #1)",Diana Peterfreund,"['Young Adult', 'Dystopia', 'Romance', 'Science Fiction', 'Fantasy', 'Retellings', 'Fiction']"
7451,"The Power of Six (Lorien Legacies, #2)",Pittacus Lore,"['Young Adult', 'Fantasy', 'Science Fiction', 'Fiction', 'Aliens', 'Adventure', 'Paranormal']"
7452,Retribution (C.J. Townsend #1),Jilliane Hoffman,"['Thriller', 'Crime', 'Fiction', 'Mystery', 'Mystery Thriller', 'Suspense', 'Legal Thriller']"
7453,The Feast of All Saints,Anne Rice,"['Fiction', 'Historical Fiction', 'Horror', 'Fantasy', 'Historical', 'Paranormal', 'Vampires']"
7454,"The Boxcar Children (The Boxcar Children, #1)",Gertrude Chandler Warner,"['Childrens', 'Fiction', 'Mystery', 'Classics', 'Middle Grade', 'Young Adult', 'Chapter Books']"
7455,The Twilight Collection,Stephenie Meyer,"['Fantasy', 'Young Adult', 'Romance', 'Vampires', 'Fiction', 'Paranormal', 'Paranormal Romance']"
7456,"The High Window (Philip Marlowe, #3)",Raymond Chandler,"['Mystery', 'Fiction', 'Crime', 'Noir', 'Detective', 'Classics', 'Novels']"
7457,"Pan Wołodyjowski (Trylogia, #3)",Henryk Sienkiewicz,"['Historical Fiction', 'Classics', 'Fiction', 'Polish Literature', 'Historical', 'Poland', 'Literature']"
7458,Look Again,Lisa Scottoline,"['Mystery', 'Fiction', 'Thriller', 'Suspense', 'Audiobook', 'Mystery Thriller', 'Adult']"
7459,The Labyrinth of Solitude and Other Writings,Octavio Paz,"['Nonfiction', 'Essays', 'History', 'Philosophy', 'Spanish Literature', 'Poetry', 'Classics']"
7460,Lost in the Funhouse,John Barth,"['Short Stories', 'Fiction', 'Literature', 'American', 'Classics', 'Literary Fiction', '20th Century']"
7461,Have Space Suit—Will Travel,Robert A. Heinlein,"['Science Fiction', 'Fiction', 'Young Adult', 'Science Fiction Fantasy', 'Classics', 'Audiobook', 'Adventure']"
7462,Aylak Adam,Yusuf Atılgan,"['Turkish Literature', 'Fiction', 'Turkish', 'Roman', 'Classics', 'Novels', 'Literature']"
7463,Hard Choices,Hillary Rodham Clinton,"['Nonfiction', 'Politics', 'Biography', 'Memoir', 'History', 'Audiobook', 'Autobiography']"
7464,My Reason is Love,Marko Zupanic,[]
7465,The Path to Tyranny: A History of Free Society's Descent into Tyranny,Michael E. Newton,"['History', 'Nonfiction', 'Politics', 'World History', 'American History']"
7466,"Watch Me Walk Away (Walking, #1)",Jill Prand,"['Romance', 'Contemporary Romance', 'New Adult', 'Contemporary', 'M F Romance']"
7467,Creation,Gore Vidal,"['Historical Fiction', 'Fiction', 'Historical', 'Literature', 'Philosophy', 'Classics', 'Novels']"
7468,Beneath a Marble Sky,John Shors,"['Historical Fiction', 'Fiction', 'India', 'Romance', 'Historical', 'Book Club', 'Asia']"
7469,The Wealthy Barber: The Common Sense Guide to Successful Financial Planning,David Chilton,"['Finance', 'Nonfiction', 'Personal Finance', 'Business', 'Money', 'Self Help', 'Economics']"
7470,Winter Tales,Angelika Meyer,[]
7471,രണ്ടാമൂഴം | Randamoozham,M.T. Vasudevan Nair,"['Fiction', 'Mythology', 'Novels', 'Classics', 'India', 'Indian Literature', 'Fantasy']"
7472,Fear the Heart (Werelock Evolution Book 2),Hettie Ivers,"['Paranormal', 'Shapeshifters', 'Romance', 'Fantasy', 'Erotica', 'Adult', 'Supernatural']"
7473,The Blank Slate: The Modern Denial of Human Nature,Steven Pinker,"['Psychology', 'Science', 'Nonfiction', 'Philosophy', 'Sociology', 'Biology', 'Politics']"
7474,"Stories of Music, Volume 1",Holly E. Tripp,['Music']
7475,Devil at My Heels,Louis Zamperini,"['Nonfiction', 'History', 'Biography', 'Memoir', 'War', 'World War II', 'Military Fiction']"
7476,"The Notebook, The Proof, The Third Lie: Three Novels",Ágota Kristóf,"['Fiction', 'Hungary', 'Historical Fiction', 'War', 'Literature', 'Classics', 'Contemporary']"
7477,The Art of Dreaming,Carlos Castaneda,"['Spirituality', 'Nonfiction', 'Philosophy', 'Psychology', 'New Age', 'Occult', 'Metaphysics']"
7478,"Meadowbank (The Shael Chronicles, #2)",Jonathan  Kent,[]
7479,"Seize the Night (Moonlight Bay, #2)",Dean Koontz,"['Horror', 'Fiction', 'Thriller', 'Mystery', 'Suspense', 'Science Fiction', 'Mystery Thriller']"
7480,These Things Hidden,Heather Gudenkauf,"['Fiction', 'Mystery', 'Thriller', 'Mystery Thriller', 'Suspense', 'Young Adult', 'Contemporary']"
7481,"Ready Player One (Ready Player One, #1)",Ernest Cline,"['Science Fiction', 'Fiction', 'Young Adult', 'Fantasy', 'Dystopia', 'Audiobook', 'Adventure']"
7482,A Thousand Boy Kisses,Tillie Cole,"['Romance', 'Young Adult', 'Contemporary', 'Fiction', 'Contemporary Romance', 'High School', 'Audiobook']"
7483,Burnt Tongues,Chuck Palahniuk,"['Short Stories', 'Fiction', 'Horror', 'Anthologies', 'Collections', 'Dark', 'Adult']"
7484,"Pack's Posse (Simon Pack, #8)",John M. Vermillion,['Epic']
7485,Permanent Record,Edward Snowden,"['Nonfiction', 'Biography', 'Politics', 'Memoir', 'History', 'Audiobook', 'Technology']"
7486,M. Butterfly,David Henry Hwang,"['Plays', 'Drama', 'Fiction', 'Classics', 'School', 'Theatre', 'Historical Fiction']"
7487,Galileo,Bertolt Brecht,"['Plays', 'Classics', 'Drama', 'Fiction', 'German Literature', 'School', 'Theatre']"
7488,"The Last Mile (Amos Decker, #2)",David Baldacci,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Audiobook', 'Suspense']"
7489,The Happiness of Pursuit: Finding the Quest That Will Bring Purpose to Your Life,Chris Guillebeau,"['Nonfiction', 'Self Help', 'Travel', 'Personal Development', 'Psychology', 'Business', 'Memoir']"
7490,The Transitional Program for Socialist Revolution,Leon Trotsky,"['Politics', 'Nonfiction', 'Theory', 'Philosophy', 'Classics', 'Economics', 'Political Science']"
7491,Nicholas and Alexandra: The Classic Account of the Fall of the Romanov Dynasty,Robert K. Massie,"['History', 'Nonfiction', 'Biography', 'Russia', 'Historical', 'Russian History', 'Biography Memoir']"
7492,Gaia and the New Politics of Love: Notes for a Poly Planet,Serena Anderlini-D'Onofrio,['Sociology']
7493,Zen Shorts,Jon J. Muth,"['Picture Books', 'Childrens', 'Fiction', 'Buddhism', 'Philosophy', 'Animals', 'Fantasy']"
7494,Jeremy Fink and the Meaning of Life,Wendy Mass,"['Young Adult', 'Realistic Fiction', 'Middle Grade', 'Fiction', 'Mystery', 'Contemporary', 'Coming Of Age']"
7495,"Anybody Out There? (Walsh Family, #4)",Marian Keyes,"['Chick Lit', 'Fiction', 'Romance', 'Contemporary', 'Ireland', 'Adult', 'Contemporary Romance']"
7496,She Walks in Beauty,Siri Mitchell,"['Historical Fiction', 'Christian Fiction', 'Romance', 'Historical', 'Christian', 'Fiction', 'Historical Romance']"
7497,Tortured for Christ,Richard Wurmbrand,"['Christian', 'Biography', 'Nonfiction', 'Christianity', 'History', 'Religion', 'Faith']"
7498,Lad: A Dog,Albert Payson Terhune,"['Animals', 'Fiction', 'Classics', 'Dogs', 'Childrens', 'Young Adult', 'Adventure']"
7499,Living Dead Girl,Elizabeth Scott,"['Young Adult', 'Horror', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Abuse', 'Teen']"
7500,Body of Secrets: Anatomy of the Ultra-Secret National Security Agency from the Cold War Through the Dawn of a New Century,James Bamford,"['History', 'Nonfiction', 'Politics', 'Espionage', 'Military Fiction', 'American History', 'War']"
7501,Imagine: How Creativity Works,Jonah Lehrer,"['Nonfiction', 'Psychology', 'Science', 'Business', 'Art', 'Self Help', 'Writing']"
7502,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time,Brian Tracy,"['Self Help', 'Nonfiction', 'Productivity', 'Business', 'Personal Development', 'Psychology', 'Audiobook']"
7503,"All-Star Superman, Vol. 1",Grant Morrison,"['Comics', 'Graphic Novels', 'Dc Comics', 'Superman', 'Comic Book', 'Superheroes', 'Graphic Novels Comics']"
7504,"Tithe (Modern Faerie Tales, #1)",Holly Black,"['Fantasy', 'Young Adult', 'Urban Fantasy', 'Fae', 'Fiction', 'Romance', 'Paranormal']"
7505,Seriously... I'm Kidding,Ellen DeGeneres,"['Nonfiction', 'Humor', 'Audiobook', 'Memoir', 'Biography', 'Comedy', 'Autobiography']"
7506,"Christy Miller Collection, Vol. 1 (Christy Miller, #1-3)",Robin Jones Gunn,"['Christian', 'Christian Fiction', 'Young Adult', 'Romance', 'Fiction', 'Contemporary', 'Teen']"
7507,King Arthur and His Knights of the Round Table,Roger Lancelyn Green,"['Classics', 'Fantasy', 'Fiction', 'Arthurian', 'Mythology', 'Historical Fiction', 'Childrens']"
7508,"Across the Nightingale Floor (Tales of the Otori, #1)",Lian Hearn,"['Fantasy', 'Fiction', 'Historical Fiction', 'Young Adult', 'Japan', 'Historical', 'Romance']"
7509,"Ultraviolet (Ultraviolet, #1)",R.J. Anderson,"['Young Adult', 'Science Fiction', 'Paranormal', 'Fantasy', 'Mystery', 'Aliens', 'Romance']"
7510,The Hungry Tide,Amitav Ghosh,"['Fiction', 'India', 'Historical Fiction', 'Indian Literature', 'Literary Fiction', 'Novels', 'Asia']"
7511,A Woman Of Thirty,Honoré de Balzac,"['Classics', 'Fiction', 'French Literature', 'France', '19th Century', 'Literature', 'Novels']"
7512,Your Love Was All I Had!,Kaushal Jha,[]
7513,The Retro Man,Amit  Pandey,['Fiction']
7514,Jacques the Fatalist,Denis Diderot,"['Classics', 'Fiction', 'Philosophy', 'France', 'French Literature', 'Literature', '18th Century']"
7515,Fermat's Enigma,Simon Singh,"['Science', 'Nonfiction', 'Mathematics', 'History', 'Popular Science', 'Biography', 'Historical']"
7516,The Humans,Matt Haig,"['Fiction', 'Science Fiction', 'Fantasy', 'Humor', 'Contemporary', 'Audiobook', 'Adult']"
7517,Doktor Glas,Hjalmar Söderberg,"['Classics', 'Fiction', 'Swedish Literature', 'Sweden', 'Scandinavian Literature', 'Literature', 'Novels']"
7518,Endgame & Act Without Words,Samuel Beckett,"['Plays', 'Drama', 'Theatre', 'Fiction', 'Classics', 'Literature', 'Irish Literature']"
7519,"Barefoot Gen, Volume Ten: Never Give Up",Keiji Nakazawa,"['Manga', 'Graphic Novels', 'Comics', 'Japan', 'History', 'War', 'Historical']"
7520,Tales from the Perilous Realm,J.R.R. Tolkien,"['Fantasy', 'Fiction', 'Short Stories', 'Classics', 'Poetry', 'Science Fiction Fantasy', 'Childrens']"
7521,Reform or Revolution,Rosa Luxemburg,"['Politics', 'Nonfiction', 'Philosophy', 'Theory', 'History', 'Economics', 'Classics']"
7522,Black Lamb and Grey Falcon,Rebecca West,"['History', 'Travel', 'Nonfiction', 'Classics', 'Politics', 'Memoir', 'European History']"
7523,Logicomix: An Epic Search for Truth,Apostolos Doxiadis,"['Graphic Novels', 'Comics', 'Philosophy', 'Nonfiction', 'Science', 'History', 'Biography']"
7524,"Nudge: Improving Decisions About Health, Wealth, and Happiness",Richard H. Thaler,"['Nonfiction', 'Psychology', 'Economics', 'Business', 'Self Help', 'Science', 'Politics']"
7525,"The Black Prism (Lightbringer, #1)",Brent Weeks,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Magic', 'Adult', 'Audiobook']"
7526,Quake (Quake #1),Jacob Chance,"['Romance', 'Erotica', 'Contemporary', 'Contemporary Romance', 'Suspense', 'Adult Fiction', 'Novella']"
7527,"Fairest (The Lunar Chronicles, #3.5)",Marissa Meyer,"['Fantasy', 'Young Adult', 'Science Fiction', 'Retellings', 'Dystopia', 'Fiction', 'Romance']"
7528,From the Holy Mountain: A Journey Among the Christians of the Middle East,William Dalrymple,"['Travel', 'History', 'Nonfiction', 'Religion', 'Christianity', 'Travelogue', 'Memoir']"
7529,Kolbe,Andreas Kollender,"['Historical Fiction', 'Fiction', 'Espionage', 'War', 'Historical', 'World War II', 'Germany']"
7530,Ichabod Wolfe,Frank Fiordalisi,"['Young Adult', 'Fiction', 'Adult', 'Novels', 'New Adult', 'Civil War']"
7531,Silent Victim,Caroline Mitchell,"['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Suspense', 'Psychological Thriller', 'Crime']"
7532,"Broken (Will Trent, #4)",Karin Slaughter,"['Mystery', 'Thriller', 'Crime', 'Fiction', 'Suspense', 'Mystery Thriller', 'Audiobook']"
7533,"Ice Station (Shane Schofield, #1)",Matthew Reilly,"['Thriller', 'Fiction', 'Action', 'Adventure', 'Military Fiction', 'Mystery', 'Mystery Thriller']"
7534,"Kingdom of Exiles (The Beast Charmer, #1)",Maxym M. Martineau,"['Fantasy', 'Romance', 'Fantasy Romance', 'Paranormal', 'Magic', 'Adult', 'Fiction']"
7535,"Gideon's Sword (Gideon Crew, #1)",Douglas Preston,"['Thriller', 'Fiction', 'Mystery', 'Suspense', 'Adventure', 'Mystery Thriller', 'Audiobook']"
7536,Revival,Stephen King,"['Horror', 'Fiction', 'Thriller', 'Fantasy', 'Mystery', 'Audiobook', 'Science Fiction']"
7537,Charlotte's Web and Other Illustrated Classics,E.B. White,"['Classics', 'Fiction', 'Childrens', 'Young Adult', 'Animals', 'Middle Grade', 'Classic Literature']"
7538,"The Bear and the Nightingale (The Winternight Trilogy, #1)",Katherine Arden,"['Fantasy', 'Historical Fiction', 'Fiction', 'Young Adult', 'Historical', 'Mythology', 'Fairy Tales']"
7539,Bridge of Sighs,Richard Russo,"['Fiction', 'Contemporary', 'Literary Fiction', 'Audiobook', 'Novels', 'Literature', 'Coming Of Age']"
7540,"Separation of Power (Mitch Rapp, #5)",Vince Flynn,"['Fiction', 'Thriller', 'Espionage', 'Action', 'Mystery', 'Suspense', 'Spy Thriller']"
7541,"The Hit (Will Robie, #2)",David Baldacci,"['Thriller', 'Fiction', 'Mystery', 'Suspense', 'Crime', 'Action', 'Mystery Thriller']"
7542,"The Oldest Dance (Wisdom Revolution, #2)",Misba,"['Fantasy', 'Science Fiction Fantasy', 'Post Apocalyptic', 'Science Fiction', 'Adventure', 'Utopia', 'Dark']"
7543,Collected Poems and Plays of Rabindranath Tagore,Rabindranath Tagore,"['Poetry', 'Plays', 'India', 'Drama']"
7544,"The Crow Trap (Vera Stanhope, #1)",Ann Cleeves,"['Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Audiobook', 'British Literature', 'Thriller']"
7545,The Odyssey of a Hippie Marijuana Grower,John-Paul Cernak,[]
7546,The Shallows: What the Internet is Doing to Our Brains,Nicholas Carr,"['Nonfiction', 'Science', 'Technology', 'Sociology', 'Self Help', 'Internet', 'Education']"
7547,"Tiger's Destiny (The Tiger Saga, #4)",Colleen Houck,"['Fantasy', 'Young Adult', 'Romance', 'Mythology', 'Paranormal', 'Adventure', 'Magic']"
7548,"The Summer Tree (The Fionavar Tapestry, #1)",Guy Gavriel Kay,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Canada', 'Magic']"
7549,I Wrote This For You (I Wrote This For You #4),pleasefindthis,"['Poetry', 'Romance', 'Fiction', 'Contemporary', 'Young Adult', 'Short Stories', 'Photography']"
7550,How I Found Freedom in an Unfree World: A Handbook for Personal Liberty,Harry Browne,"['Philosophy', 'Nonfiction', 'Self Help', 'Politics', 'Psychology', 'Personal Development', 'Finance']"
7551,"The Lord God Made Them All (All Creatures Great and Small, #7)",James Herriot,"['Nonfiction', 'Animals', 'Biography', 'Memoir', 'Classics', 'Humor', 'Autobiography']"
7552,All Men Are Mortal,Simone de Beauvoir,"['Fiction', 'Philosophy', 'Classics', 'France', 'Literature', 'Feminism', 'Novels']"
7553,"Sea of Poppies (Ibis Trilogy, #1)",Amitav Ghosh,"['Historical Fiction', 'Fiction', 'India', 'Historical', 'Indian Literature', 'Asia', 'Literature']"
7554,Wolf Totem,Jiang Rong,"['Fiction', 'China', 'Historical Fiction', 'Asia', 'Chinese Literature', 'Novels', 'Animals']"
7555,I'm with the Band: Confessions of a Groupie,Pamela Des Barres,"['Music', 'Nonfiction', 'Memoir', 'Biography', 'Biography Memoir', 'Autobiography', 'Rock N Roll']"
7556,"Seer (Chronicles of Marithe, #2)",Patrick O'Scheen,[]
7557,Borderlands/La Frontera: The New Mestiza,Gloria E. Anzaldúa,"['Poetry', 'Nonfiction', 'Feminism', 'Theory', 'Queer', 'Race', 'Memoir']"
7558,Walt Disney's Dumbo (A Little Golden Book),Walt Disney Company,"['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Animals', 'Fantasy', 'Media Tie In']"
7559,The Gods of Mars (Barsoom #2),Edgar Rice Burroughs,"['Science Fiction', 'Fantasy', 'Fiction', 'Classics', 'Adventure', 'Pulp', 'Science Fiction Fantasy']"
7560,"Silver on the Tree (The Dark is Rising, #5)",Susan Cooper,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Middle Grade', 'Arthurian', 'Adventure']"
7561,Our Moon Has Blood Clots: The Exodus of the Kashmiri Pandits,Rahul Pandita,"['Nonfiction', 'History', 'India', 'Politics', 'Memoir', 'Indian Literature', 'Biography']"
7562,The Singing Creek Where the Willows Grow,Opal Whiteley,"['Nonfiction', 'Biography', 'Memoir', 'Nature', 'Biography Memoir', 'History', 'Autobiography']"
7563,"Dom Wars: Round 3 & 4 (Dom Wars, #3-4)",Lucian Bane,[]
7564,The Eyes of Mikra,Isvari,[]
7565,Curse of the Purple Delhi Sapphire (Temple of Indra Series),Rachael Stapleton,[]
